date,time,x-edge-location,sc-bytes,c-ip,cs-method,cs\(Host),cs-uri-stem,sc-status,cs\(Referer),cs\(User-Agent),cs-uri-query,cs\(Cookie),x-edge-result-type,x-edge-request-id,x-host-header,cs-protocol,cs-bytes,time-taken,x-forwarded-for,ssl-protocol,ssl-cipher,x-edge-response-result-type,cs-protocol-version,fle-status,fle-encrypted-fields,c-port,time-to-first-byte,x-edge-detailed-result-type,sc-content-type,sc-content-len,sc-range-start,sc-range-end
2025-11-21,06:04:37,CCU50-P1,773,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/login,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=1tdii,-,Miss,M4vfHHRcGugTgkyEZUNNJs7Ud1Fv6IBZGEMYBnM6RGKNHqCmZgnOgw\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,490,0.078,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.078,Miss,text/x-component,-,-,-
2025-11-21,06:04:37,CCU50-P1,773,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/forgot-password,200,https://main.d82vxuwkm0s6w.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=9tuxt,-,Miss,iIL6MPxxgZPRs30CviTwBSF2iXw_Inr0eZ-VF1ja3Zi0l_sBO5NyZw\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,522,0.080,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.080,Miss,text/x-component,-,-,-
2025-11-21,06:04:37,CCU50-P1,2283,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/login,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=84nwv,-,Miss,x7BQDk_XhXEpWb82ClnDQmjzq1PAyUMa5os7qh8wHJUA0S_42EM6BQ\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,548,0.073,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.073,Miss,text/x-component,-,-,-
2025-11-21,06:04:37,CCU50-P1,755,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/signup,200,https://main.d82vxuwkm0s6w.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=17yrj,-,Miss,rAegsNM_JHgmAOLy1MzE3n_McpD9C6QhvBASqNTVWX5DBWdn545dqw\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,500,0.079,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.079,Miss,text/x-component,-,-,-
2025-11-21,06:04:37,CCU50-P1,969,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/signup,200,https://main.d82vxuwkm0s6w.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=yuv3p,-,Miss,9nouv2Il9MkT8KMTkNbxPdaXznHkTciMi_pLajaRBYqpQKvtjWMdvQ\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,508,0.081,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.081,Miss,text/x-component,-,-,-
2025-11-21,06:04:37,CCU50-P1,763,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/forgot-password,200,https://main.d82vxuwkm0s6w.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=17yrj,-,Miss,pzhrnnqKBuFFnpP5ZtzvTSM-MpNFnBIDjSR_ZkKWxNFOwHaQwFOW2Q\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,515,0.080,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.080,Miss,text/x-component,-,-,-
2025-11-21,06:04:37,CCU50-P1,968,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/login,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=9gbhl,-,Miss,z_8eSqg8xjIJX6-0EBOYeGf1TnxruFvMcySZydqGkW39NiKgatXKPw\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,497,0.072,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.072,Miss,text/x-component,-,-,-
2025-11-21,06:04:37,CCU50-P1,1054,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/forgot-password,200,https://main.d82vxuwkm0s6w.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=m8m8p,-,Miss,maTgyiDuJGJHSbRqdjTZOauVAOWprkf5lhH8sEV7bXXPPZmvuGPIsA\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,515,0.071,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.071,Miss,text/x-component,-,-,-
2025-11-21,06:04:37,CCU50-P1,969,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/forgot-password,200,https://main.d82vxuwkm0s6w.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=o9sor,-,Miss,xDiTiYUyccmXt2VendiWVwY_goKaUnHBWYDEgXPkbmMivpJVX_1bow\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,529,0.085,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.085,Miss,text/x-component,-,-,-
2025-11-21,06:04:02,CCU50-P1,1054,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/orders,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=1pn8p,-,Miss,VDEh2EvsfRfI0RnO6ggLWryecxDdTZ0L9kGTaG-IBX_C8LDzLw5eRg\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,492,0.081,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.081,Miss,text/x-component,-,-,-
2025-11-21,06:04:02,CCU50-P1,2131,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/_next/static/chunks/597cdc0df575b0dd.js,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,-,-,Miss,sb5HVkHYCFg0lkvZgNufXCwTYACIFALVrcrW8F1c6YUkAMifoigcTg\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,462,0.074,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.072,Miss,text/javascript,-,-,-
2025-11-21,06:04:02,CCU50-P1,969,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/orders,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=813xf,-,Miss,F9XNSR7HAKLVudCeTpoEe5klyu2lTwU-sDIRnn9336bEOdNN_CTaNw\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,499,0.108,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.108,Miss,text/x-component,-,-,-
2025-11-21,06:04:02,CCU50-P1,773,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/orders,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=1prku,-,Miss,9CPG5TDtkqMFpmLEL8hMJSkSvhM0amX45iVO0E34tgqJMdlpH933Cg\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,492,0.095,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.095,Miss,text/x-component,-,-,-
2025-11-21,06:04:34,CCU50-P1,3415,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/admin,200,-,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,-,-,Miss,14UNMe8r1xug3q4Dv0MLt6hgRG4BRrmt-kWJcWwM5lGs_YDfTX6-OQ\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,508,0.096,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.096,Miss,text/html;%20charset\=utf-8,-,-,-
2025-11-21,06:04:34,CCU50-P1,753,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/cart,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=17qrm,-,Miss,sf6iWctk8ADLhDUqZvGxzIcoRlPpe_jvm9vE-7GncPcQ90_2QNnylQ\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,496,0.090,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.090,Miss,text/x-component,-,-,-
2025-11-21,06:04:34,CCU50-P1,1054,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/profile,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=m0mb1,-,Miss,GhpwDbl1OqV7lJ_0E1iri7-o1V71tpZRlYPeIL7EA30ErItyHGqRww\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,501,0.083,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.083,Miss,text/x-component,-,-,-
2025-11-21,06:04:34,CCU50-P1,2283,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/login,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=1a1l6,-,Miss,Y0YVdnoLp8wcL1CjQ7LQKJuVEeezX6ZQ3yZ0vyqp-Vbm4G36fI58_w\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,580,0.082,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.082,Miss,text/x-component,-,-,-
2025-11-21,06:04:35,CCU50-P1,602,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/products/3,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=1r34m,-,Miss,z65gkdDjVLnEYGNk-6N5hmcjhNsEfhv2_cN-7tD2BlcNuxKu5jBeuA\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,499,0.076,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.075,Miss,text/x-component,-,-,-
2025-11-21,06:04:34,CCU50-P1,755,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/profile,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=17qrm,-,Miss,4drr45FHOddgOeyl3G43ecCUVONkA10Ku5k1iOvyTcri2-qUcl10-g\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,502,0.080,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.080,Miss,text/x-component,-,-,-
2025-11-21,06:04:34,CCU50-P1,969,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/profile,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=13iof,-,Miss,qt2tT6H_FkztXcjS30AXtr-8-CuYWTcYQq8V2r14mLtZqrghi-xKNA\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,509,0.083,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.083,Miss,text/x-component,-,-,-
2025-11-21,06:04:34,CCU50-P1,773,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/cart,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=yjv7i,-,Miss,Fj9PnBeHpv-cjqY1yo-MCHUKmvL9rP0gzhysPaiWn9-QBy52A51tYA\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,496,0.069,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.069,Miss,text/x-component,-,-,-
2025-11-21,06:04:35,CCU50-P1,603,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/products/1,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=1r34m,-,Miss,B2PM98fyk9iRCTV02v4d-yd0BSsVHmjL_LNVxmgiHQ7b71MvXK9TbQ\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,498,0.079,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.079,Miss,text/x-component,-,-,-
2025-11-21,06:04:35,CCU50-P1,1207,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/products/2,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=p37cr,-,Miss,l_roPsfx5XVjJa2S1sMPm3cRirQvLRzS2v4zPSdRYN3xNfjh_yB1tg\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,525,0.091,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.090,Miss,text/x-component,-,-,-
2025-11-21,06:04:34,CCU50-P1,773,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/profile,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=h2csx,-,Miss,BSnvtwwt8oBFCMXSmWscGCCM6Fivnmqs1kX7hF3o6DTN_dpO6OVQWA\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,502,0.072,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.072,Miss,text/x-component,-,-,-
2025-11-21,06:04:34,CCU50-P1,969,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/orders,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=1jen4,-,Miss,gjdb7XHfH0TAIsw896S911DvhBh852XYe4IZqcKe6knNeyRts_BgCw\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,507,0.131,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.084,Miss,text/x-component,-,-,-
2025-11-21,06:04:35,CCU50-P1,970,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/cart,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=2lt1x,-,Miss,S0s_W30WoyJmH9M6kbxEVXFT8iWJdvu1yLvGiBw_QjEeY7s-57jtgA\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,494,0.078,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.078,Miss,text/x-component,-,-,-
2025-11-21,06:04:34,CCU50-P1,1054,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/orders,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=m0mb1,-,Miss,VJcqYhcCYPS31VcIgNvrHmq6B_QAvEKACOAMH-7hxj13DI_Fx8MjOw\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,500,0.126,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.083,Miss,text/x-component,-,-,-
2025-11-21,06:04:35,CCU50-P1,602,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/products/2,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=1r34m,-,Miss,HAmjHyPxZBjrRleCEIXh-IYl-IJNSQ3W0BnSRQDOz6ozq8ARbsG__A\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,498,0.085,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.085,Miss,text/x-component,-,-,-
2025-11-21,06:04:35,CCU50-P1,1208,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/products/1,200,https://main.d82vxuwkm0s6w.amplifyapp.com/,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=p37cr,-,Miss,bEMiLCQ-1F6Tc4xI-paiLGYrq13gp1TkQ96Dg20zuhZiLTOKC4ZNCQ\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,525,0.134,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.134,Miss,text/x-component,-,-,-
2025-11-21,06:04:41,CCU50-P1,2374,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/admin,200,https://main.d82vxuwkm0s6w.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=5c339,-,Miss,ltsXzIjmoJNKo6nsYNxt6WM4-ncGC55nbigYmPaBYM4IGB_b1COv5g\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,592,0.087,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.087,Miss,text/x-component,-,-,-
2025-11-21,06:04:41,CCU50-P1,2374,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/admin,200,https://main.d82vxuwkm0s6w.amplifyapp.com/login,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=eowrh,-,Miss,Pr2Yo4EVG149I7HogNlB7Bvaabw7ij_UeFT1r9TXEZUx9F0_8eVVow\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,580,0.089,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.089,Miss,text/x-component,-,-,-
2025-11-21,06:04:41,CCU50-P1,1054,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/admin/users,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=m0mb1,-,Miss,kybTjH6zcMDq2_uhA4hPM6ZhvwT1WRBKK8yrJCbqkY73X31pbanfXQ\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,508,0.100,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.100,Miss,text/x-component,-,-,-
2025-11-21,06:04:41,CCU50-P1,763,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/admin/users,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=17qrm,-,Miss,EKBaUY1BXtS0uKhOUtWle00VQr3IuasCf7g1PIdzWyqGC6ndhsWMdQ\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,508,0.080,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.080,Miss,text/x-component,-,-,-
2025-11-21,06:04:41,CCU50-P1,773,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/admin/inventory,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=rq1fg,-,Miss,cxiFCwoH8vzdHLb2zf_Zge7uFiQajXwQoauq0cHd6GoUcAKr318EYw\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,522,0.074,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.074,Miss,text/x-component,-,-,-
2025-11-21,06:04:41,CCU50-P1,768,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/admin/inventory,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=17qrm,-,Miss,HHjUDctnZuX0I4pPC6hDer6cxSEj0lMByB91ZdspOCdBgG5mV1J4oA\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,515,0.088,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.088,Miss,text/x-component,-,-,-
2025-11-21,06:04:41,CCU50-P1,963,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/admin/orders,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=1ay0n,-,Miss,mLyQ8StST1RfyFOziAe95mRVNgzaiKJ4rkoHAiFqZxABVcPyWtTP1w\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,522,0.089,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.089,Miss,text/x-component,-,-,-
2025-11-21,06:04:41,CCU50-P1,773,49.47.129.113,GET,d82vxuwkm0s6w.cloudfront.net,/admin/users,200,https://main.d82vxuwkm0s6w.amplifyapp.com/admin,Mozilla/5.0%20\(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20\(KHTML%20like%20Gecko)%20Chrome/142.0.0.0%20Safari/537.36%20Edg/142.0.0.0,_rsc\=18eca,-,Miss,XjSFAQuluUh0NEEzyomrkvTivZHv_2aJOxWbziKqQ4BJaIjzdBcjpg\=\=,main.d82vxuwkm0s6w.amplifyapp.com,https,512,0.077,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/3.0,-,-,52876,0.077,Miss,text/x-component,-,-,-
